HelpfulnessNumerator,HelpfulnessDenominator,Time,Summary,Text,Score
0,0,1241136000,'Unique schrumshist and tasty Tortilla Chips','Plockys Red Beans and Rice Tortilla Chips are really tasty I shared a few bags with my daughter in Iraq She said Ummm they aregoodThey aregoodfor you too No artificial stuff',5
0,0,1236384000,'Music to My Palate','We like Plockys<br They like us<br Plockys Plockys<br Mean no fuss<br Taste sogoodbr And healthy too<br Plockys Plockys<br Grab a bag or two<br Thank you Plockys',5
0,0,1236124800,yummy,'I Love these potato chip they r soooogood= sweet and spicy but not overwhelming just enough to work up the palate not salty just enough to balance out the sweetness I will be ordering these again soon LOVe IT',5
0,0,1230595200,'Kettle Organic Chipotle potato chips','The best potato chips Ive ever had at the best price Ive ever paid The service was respectable and the shipping free',5
0,0,1220140800,'Best kept secret','I love this product  All of the different flavors are fantastic  My family likes the 3 grain the best  No more corn tortilla chips in this house',5
0,0,1217030400,'Delicious and additive','Love these chips and I dont even like black beans  Very tasty  Yum  Plusgoodfor you',5
0,0,1215993600,FANFREAKINTASTIC,'These chips are FANFREAKINTASTIC They are with out a doubt the best chips that I have ever had A nice sweet smoky flavor and then a little bitoheat OH YA BABY',5
0,0,1214265600,Smokin,'Nice amount of heat and smoke Very tasty chip that goes great with a brew',5
0,0,1211673600,reallygoodchips,'These chips are salty with a hint of sweet They are crisp and crunchy They are the best chips Ive ever had',5
0,0,1210204800,'Plockys Tortilla Chips Red Beans N Rice','We ordered these only because the Black Beans and Ricewhich we really really love was out of stock  After about a week we finally opened up a package and then kicked ourselves for not having tried them earlier  There is a little kick to them after you swallow them to let you know you have had a hint of hot pepper of some sort  We took them to a pot luck that night and came home with an empty bag  I used them from another bag as a garnish on a salad that I took to the pot luck and we came home with an empty salad bowl<br We will definitely order these again<a href http //wwwamazoncom/gp/product/B000GWLUGu>Plockys Tortilla Chips Red Beans N Rice 7Ounce Bags Pack of 12</a>',5
0,0,1209686400,'Simply THE BESt','I was first introduced to the Red Riceand Beans chips in my hometown of Bethlehem PA  When I moved to North Carolina I was unable to find these chips in my local area  On my trips back home I would buy a bunch of bags to bring back with me to NC  Then I discovered that I could order them online and life was great  These chips are my all time favorite and everyone that I serve them to loves them just the same  You just gotta try them  youll be hooked    Nancy Walsh',5
0,0,1201651200,Addicted,'Ok If you dont want to get addicted dont try Plockys Red Beans and Rice Tortilla Chips My husband and I started with one seemingly anodyne bag from a store Now weve just received our second case It wont last long Beware',5
0,0,1199577600,'Perfect tortilla chipgoodess','My husband who being Mexican is very picky about his tortilla chips and I absolutely love these  The texture is light and crispy rather than thick and crunchy He actually usually prefers a very hearty cruncy chip Like El Ranchero but the flavor of these is so fantastic that were both thilled with them The bean rice and corn base makes them incredibly flavorful and they have a touch of onion and garlic in addition to that We go through an embarrassing amount of them  I never ever like plain chips but these I can eat without anything else although theyre particularly amazing with a fresh salsa  I highly recommend these',5
0,0,1198886400,'These chips are addictive','<a href http //wwwamazoncom/gp/product/B000GWLUGu>Plockys Tortilla Chips Red Beans N Rice 7 Ounce Bag Pack of 12</a>  I first tasted these chips while visiting relatives in KY  They are not available where I live so I ordered them from Amazon  WOW  My friends and family are all addicted to them  The spicy flavor grabs you at the first bite  Once a bag is open it is gone',5
0,0,1180656000,'Best tortilla chips ever','We like these chips for salsa and quacomole better than any other cips on the market They are even great by themselves We will order these as long as they are available Thank you for making them accessable    Shelly Kenyon',5
1,2,1219449600,Meh,'I guess theres no telling what will tickle the palate  Im a huge Tabasco fan and I love unconventional snacks  But these dont taste to me even remotely like the wonderful sauce theyre made from  I didnt find them to have much of a kick at all  Practically bland in fact  Even with my strong aversion to wasting food I had to throw out or give away most of the case  Do yourself a favor and find a bag of these locally before taking a chance on 12',2
6,10,1195084800,'The Organic Label is Misleading','Yeast Extract is listed as an ingredient Sounds harmless right Specifically these chips contain autolyzed yeast extract which is on a chemical level monosodium glutamate Its just derived from a different source but it has all the same toxic properties Kettle still advertises their products as containing No MSg while they acknowledge that their chips are not safe for people with MSG sensitivities',1
0,1,1278374400,'Kind of Bland','These were not flavorful enough for my taste It seems that all the seasoning falls off the chips and sinks to the bottom of the bag Too bad because I really liked the idea of a healthier potato chip I would not buy these again',3
0,1,1277337600,'Delicious chips','Plockys chips are made of several whole grains and have a touch of sweetness  They are a little lower in fat and sodium than regular tortilla chips  The flavor out performs any tortilla chip I have ever eaten  They hold up great to salsas and dips  Nothing wimpy about them  I just wish the company made a bigger bag  Love them  Usually found in the organic foods section of the grocery but seem to be difficult to obtain as the shelf is always empty  Order by the case  Youll be glad you did as they disappear fast',5
0,1,1209686400,'Broken chips but tasty','I love these chips and ordered them after I had some in Florida  My case of chips came without any packing inside  All bags in a box with no cushioning at all  Needless to say most of the chips were broken and I would not order them again  A great item but if they cant package to aid in minimal chip breakage then one is wasting their money',4
0,1,1209340800,'The best chips ever','I received this chips in a gift basket and absolutely loved them I searched high and low but was unable to find them until I saw them here I immediately ordered a case These chips are light crispy flavorful andgoodfor you I love them with dip in chili or just plain Once you try them youll be hooked',5
0,1,1203811200,'Excellent Tortilla chips','These chips are truly amazing They have it all Theyre light crisp great tasting nice texture AND theyre all natural AND low in fat and sodium Need I say more? I recently bought a bag of them at a regular grocery store and couldnt belive my taste buds Thats why I excited why I saw them here on Amazon and decided to buy a case',5
0,1,1203206400,'Black Beans Never Tasted So Good','These are the most fantastic chips Ive ever had  I could eat the whole bag myself  Theyre made with lots of whole grain and beans and make a complete protein so I have no qualms about feeding them to my kids as snacks  They are great  The only problem I have with them   The bag is too small  We need a bigger bag ',5
3,7,1173830400,'Not my favorite chip','I did not like these potatoe chips Its hot and sweet with an overwhelming taste of garlic Its also a bit salty',2
0,2,1186704000,'Very Timely Delivery','They did a verygoodjob with shipping the order quicklyNothing like Ace Hardware who took a week to ship',5
1,4,1237939200,'Very Tasty  BUT BEWARE','Long story short  these are very tasty We have purchased a number of flavors from this brand this is my favorite  BUT as noted by another reviewer  these contain MSG in the form of Yeast Extract  It has become a popular means of hiding MSG lately by calling it different things as a person who now finds himself having to use more caution in what I consume I find the whole process of hiding in plain site very bothersome  Also the bag is not very large but half of it is air This may well help in shipping but when paying a premium price for organic it just seems more deceptive',2
0,0,1345939200,'Great candy','Wonderful candy hard to find  I got a huge bag and put it in freezer  It came shipped nicely in a sturdy box and heavy plastic Just great',5
0,0,1322438400,Candy,'I bought thi9s for my dad for a surprise birthday present because he could not find them any where else',4
0,0,1346371200,'cute cute cute','So surprised to find the Taiwanshaped pineapple cakes they are so cute<br Ive never found any pineapple cake like this at our local Asian supermarkets so I ordered some from here These lovely pastries made our Dragon Boat Festival party much more fun My friends and I think it is agoodidea to  order them again for our MidAutumn Festival party',5
0,0,1340496000,'A Surprising Find','I really like the pineapple shortcakes sold here Unlike some of the massproduction pineapple shortcakes that use artificial flavoring Tasselfields pineapple shortcakes use real pineapples and it makes the whole world difference You can even taste the fibers from pineapple  I opted for the traditional pineapple this time I will be interested in trying out the Longan or mango variety next time',4
2,2,1303862400,'Unparalleled taste','I purchased this 24 pack of Big Ass soda and only got 23 Immediately I was all like Oh man this is gonna suck Regardless of the quantity error though it sure kicked some red  Everyone in my town absolutely loves it I highly recommend along with other soda Voltages  Malcom',5
2,2,1303862400,Amazing,'Well being the big red fan that I am I bought some of this First of all let me tell you the price is amazing I mean where else can you get this type of deal in Saudi Arabia Everyone in village loved it of course now they are wondering when the next shipment will get it',5
0,0,1348617600,'a bit on the stale side','Expiration date 113 Smashed and stale edible not real enjoyable for the price I paid One of the best pretzels I had when<br i purchased them from Publix They stopped carrying them I must find another addiction',3
1,1,1325894400,Delicious,'This cinnamon cake loaf has a wonderful natural flavor  Its moist and tender and a great little sweet treat when you want something that isnt terribly bad for your diet  Its delicious',5
0,1,1342742400,Disappointed,'Unfortunately having ordered quite a few of these previously I neglected to not look for the word  supreme in this offer and since I was then receiving free shipping had 4 delivered We that is my husband guests and meknew immediately that these were different from those previously enjoyed BUT currently Amazon featured the supreme babka and now I am awaiting to receive these In the future I will read more carefully',1
2,2,1263686400,'Perhaps something was wrong with the batch','I opened the can and immediately became concerned when I saw what looked like dried white crust rather than fluffy frosting  The package recommended stirring before use so I gave that a try and under the crust was an indescribable gelatinous goo  The best I can equate it to is a white version of the blue goop the mother serves for dinner in Better of Dead no raisins in it though<br I tried to stir it together and the end result was gelatinous goo with white crusties in it  When lifting the knife to spread it long strings on goo trailed from my knife<br I opted for making my own frosting instead  very easy  A little Sprectrum palm shortening a lot of powdered sugar a tiny splash of vanilla a tiny bit of salt and rice milk as needed for consistency beat for 5 minutes and I had the fluffy butter cream frosting I thought Id get from Cherrybrook  I wonder if our can was overheated in the store whole foods or something<br Ive read positive reviews of their frosting mix so maybe Ill try that next time',1
1,1,1269993600,' 4 down the drain','Well I opened it and it is grayish sticky mess Im so mad at myself for wasting my money and not trying to make it from scratch at home Which would probably end up better and cheaper Oh well live and learn',2
1,1,1264896000,'Big Disappointment','I love Cherrybrook Kitchen and have tried almost all of their products  I was excited to try the Ready to Spread frosting as I do not usually keep the needed ingredients on hand for their box frosting  I am not a picky eater especially if the item contains sugar but this was horrible  The consistency is absolutely nothing like regular canned frosting  It is not light and fluffy  It is very gooey  I cannot even imagine trying to spread it on a cake  it would rip it to pieces because it is so thick and gooey  I did not even try it on a cake because the taste and texture were so offputting  Seriously do not waste your money',1
0,0,1287100800,'Worst Frosting Ever','This product was such a disappointment  As all the other reviewers said its a gluey sticky texture more akin to Elmers Glue than to an edible food product  The flavor was sickening sweet  I actually thought that the frosting had spoiled  It was that bad  Save yourself the time and  I paid 499 and make your own frosting or go with another brand  Cherrybrook cake and cookie mixes are sogood Its hard to believe they even sell this',1
0,0,1284249600,'worst frosting ever','I am glad I found this on the reduced rack for 99c The taste was not bad but no way I could frost my cake It stuck to the kniferan down in stringswhat a mess I too thought I had gotten a bad batchMy GDs birthday cake looks like crap Who would buy this mess Horrible',1
0,0,1282608000,'Cherrybrook Kitchen Vanilla Frosting','I recently purchased this on sale at my local grocery store now I know why it was on sale  This is not a fluffy creamy white frosting youd expect to find when opening the jar Now I wasnt expecting it to be just like Betty Crocker but it was pretty bad Like others said it is a gluey/tacky mess that would completely ruin a cake if you tried to spread it on  It reminds me of taffy that hasnt quite hit the rightstage in the candy making process  The taste isnt that great either and its sickeningly sweet even for frosting  The only thing it might be used for is a frosting for cinnamon buns?  I still dont think it would be the rightconsistency',1
0,0,1281312000,'Do Not Buy This Frosting','I can honestly say this is the worst frosting we have ever bought Its kind of generous to call it frosting it has more the consistency of rubber cement And since we were in a time crunch we didnt have the luxury of going back out to the store for a different frosting so we forged ahead and decorated a cake with it Horrible experience bad enough to put us off cake decorating forever It spread about as easily as chewing gum stuck to everything it came in contact with and got crumbs of the cake mixed up in it On top of all this it didnt even tastegoodBy the time we were done decorating we knew there was no way we could feed this mess to our family So we ended up going to the store anyway to buy a premade cake Our cake which took twice as long to decorate because this stuff is so gooey was used as a centerpiece A really ugly centerpiece that cracked and peeled as the frosting dried',1
4,4,1276732800,'Dum Dums for all','I work in college Financial Aid and keep a bowl of these on my desk for the students  I used to buy them in the grocery store then learned I could get them for less online 17 for 3lb bag and thought that was agooddeal  until I found this GREAT deal',5
1,1,1308182400,'Lots of pops','Well worth the money I did the calculations on different bags and this dollar amount  is an excellent value There are approx 2338 pops in the box So far Ive been through about half the box and have found about 3 without wrappers Thats prettygoodconsidering If you need 30lbs of dumdums go for this product Enjoy',4
2,2,1336435200,'when you have no fridge but want meat what do you do?','This is prettygoodcanned meat The sausage I used in dirty rice the hamburger I used for taco salad the chicken with wild rice and the pork with stuffing the turkey I gave to a neighbor because I dont eat it The various meats are all prettygoodquality and was enough for 3 large portions each can There werent large chunks of fat or gristle in any of the cans which Ive experienced plenty with some brands of canned meats The proportion of liquids to meat was fair too its not one of those with a spoonful of meat and the rest is liquid either though it does all need to be cooked and shrinks quite a bit due to high fat content in the meat None of the meat was seasoned at all This is very helpful as the meat can be used with any flavoring There is a mild spamlike texture and taste to the meatsbut way better than spam any day almost a brine or something thats why I heavily seasoned it Dont plan on frying anything in the fat from these meats it gave everything a slightly rancid soury tasteno idea why Due to the higher calories and higher price I will only stock this as emergency food I will buy more for that reason',5
5,6,1328659200,'AntiOxidant Smoothie','Bear with me while I do amazons work for them and copy from the Lakewood website   Nutrition Facts<br 32oz UPC 042608460503  Serving Size 8 oz<br Serving Size 240 ml<br Amount Per Serving<br Calories 125  Calories from Fat 25<br   Daily Value*<br Total Fat 35g  6 <br Saturated Fat 05g  4 <br Trans Fat 0g<br Cholesterol 0mg  0 <br Potassium 370mg  10 <br Sodium 25mg  1 <br Total Carbohydrate 28g  9 <br Dietary Fiber 4g  16 <br Sugars 21g<br Protein 2g  Omega 3 40mg Omega 6 600mg Omega 9 2400mg Vitamin A 20  Vitamin C 100  Calcium 6  Iron 8  Vitamin E 6  Vitamin B1 Thiamin 6  Vitamin B2 Riboflavin 4  Niacin 6  Vitamin B6 8  Folate 8  Magnesium 8  Zinc 2  Phosphorous 4  Vitamin K 15 <br *Percent Daily values are based on a 2000 calorie diet  Ingredients<br Certified Organic Juice Blend Organic Acai Organic Apple Organic Concord Grape Organic Grape Organic Pomegranate Organic Blackberry Organic Blueberry Organic Red Tart Cherry And Organic Acerola Cherry From Concentrate  Organic Goji Berry Natural Fiber Organic Guar Xanthan Carrageenan Sodium Alginate And Organic Locust Bean And Organic Rose Hip  Gluten FREE* Casein FREE GMO FREE*<br 100  Fruit Juices are GlutenFree         br This is an excellent Lakewood juice they call it juice but its as thick as an Odwalla drink like a smoothie With all thats in it this is a verygoodvalue Considering you can pay as much for any one of the ingredients in it My personal use is to add this to kombucha maximizing its longevity that way Ive tried many but this one is the best for kombucha They say an 8oz glass has 2 servings of fruit on the Lakewood website Its quite tasty in that its not too sweet very thick textured even with the tiny bits of seed in it reminiscent of a banana smoothie The ingredient list is somewhat confusing but note that only the Acerola Cherry is from concentrate everything else is fresh pressed Acai is very high on the ORAC scale of antioxidants Rose Hips are also very high everything else is in the mid to high range of fruit Pomegranate has many beneficial properties beyond just antioxidants as well its a noteworthy fighter of heart disease and Alzheimers type dementia Considering the price of Goji berries I really like their inclusion in this drink albeit at a lesser level  BTW  Amazon had only 1 day wait before shipping',5
2,2,1334448000,'Perversion of taste','A watered down perversion of the acai berry  This juice comes on strong and harsh  With tart aftertaste and no texture  Thats because it is mostly apple juice grape juice pomegranate juice blackberry juice blueberry juice and tart cherry juice  Oh yeah there is some acai berry juice mixed into this concoction  You shall not find that distinctive  smooth chocolaty acai flavor here  There is no milky mouth pleasing texture neither  For that exotic unique acai experience try Zola or Samzon  brands  Im not saying that this Lakewood juice product isnt nutritious  Thats not my point  Im saying that its a juice blend that does not taste anything like the real acai juice',1
0,0,1348185600,'Annies Homegrown Organic Whole Wheat Shellsand White Cheddar Macaroniand Cheese  6 oz','This product is made by Annies Inc in Berkely CAmade in the USA  The product maintains excellent organic integrity and it is stored in 100  recycled paperboard packaging  The manufacturers also support family farms  use organic milk butter and yogurt  The product takes approximately 10 min to prepare  The product contains dairy and wheat and it has been exposed to equipment that also processes egg and soy products  The ingredients include organic whole wheat shell pasta organic valley organic cheddar cheese organic cultured pasteurized milk salt nonanimal enzymes organic whey salt and sodium phosphate  This is a mildly flavored whole wheat macaroniand cheese dinner  This mac and cheese is a wonderful comfort food  The pasta is firm and it has an excellent flavor  There are no artificial flavors synthetics colors or preservatives  The pasta was produced without antibiotics synthetic hormones or persistent pesticides  This pasta is simple to make and it has a wonderful texture  There are 25 servings per box 25 oz  Each serving contains 250 cal 45 g fat sat 2 g fat 10 mg cholest 570 mg sodium 43 g carb 5 g fiber 6 g sugars 9 g protein  However the cheese envelop is not exactly sufficient even when you add the butter milk or yogurt  To add that wonderful rich smooth cheese flavor that accompanies mac and cheese you will have to add your own organic cheese  The cheese packet falls flat on flavor and it does not contain a sufficient amount to coat the pasta  I give this mac and cheese a 5/5 on packaging 5/5 for maintain organic integrity 5/5 on texture and a 2/5 for flavor',3
1,1,1344902400,'The flavor of the gods','If this flavor lasted longer than it does Id probably die of starvation for lack of wanting to take it out of my mouth',5
5,10,1263945600,'cuttiest gum of the century','this gum is super sicktatooes are killinflavor is a spankinthis brings back bomb diggity memories yopeace out',5
0,0,1327536000,'City Steam not much steam in this brew','My husband and I were very disappointed in this coffee very weak watery cup of coffee A definite waste of 1300',2
10,12,1283644800,'Good soy sauce but not special Mainlygoodas unique gift','This is prettygoodregular style soy sauce  But it is not superwonderfulbetter than any othergoodquality soy sauce you can buy in an Asian market  The main value is as a unique gift<br   In the Japanese soy sauce world there are 4 types  regular mild usukuchi for raw fish sashimi and light colored  Bluegrass soy sauce is regular style  Compared to Kikoman agoodcommercial brand that is widely available Bluegrass starts saltier is flat in the middle then ends with a complexand interesting flavor  Kikoman is less salty initially and has a round full flavor in the middle  Doesnt have the complex ending flavors  For me the initial saltiness of Bluegrass is a minus and Kikomans full middle flavor is a plus  I prefere Kikoman especially for dipping sushi where the flavor is more direct  But I lived in Japan for many years and am used to the standard Japanese flavor  I havent tried Bluegrass blended in other food as a background flavor which is how soy sauce is usually used<br   Bluegrass is a perfectlygoodsoy sauce  Each brand has a different flavor and everyone has their favorite  If you want a unique Kentucky gift for an Asian friend this is different than the standard bottle of Bourbon or box of chocolate',4
2,2,1305244800,'What a surprise','I watched an episode o How Things are Made on Discovery Channell and saw Bluegrass Soy Sauce featured  On a whim I ordered a bottle  It took several weeks to arrive but when it did  what a surprise  My teenage son wanted to try it and did  He loved it immediately  Now he puts it on many things My wife and I were very pleasantly surprised and liked it very much  In the past I made many trips to the Far East and developed a real liking for Soy Sauce where virtually all of it is made  What a treat to find a handmade American product that competes with and wins against a Japanese/Chinese national staple',5
1,1,1314489600,'Gets My Vote','My bottle arrived just in time for a sushi dinner and game night planned with friends  I had three soy sauces to choose from  After some sampling we were all using the Bluegrass  Everyone enjoyed the light smoothness a subtle sweetness  We were splashing righton every piece rather that dunking/dipping Friends wanted to know where I found it Im going back to order more rightnow and Ill be ordering 3 extra bottles because they are going to make a great little gift thats affordable and unique  instead of the traditional bottle of wine that so common its boring',5
0,0,1348876800,'And I though kikkoman wasgood','If you enjoy the flavor of soy you will really like this  Plus its hand made in thegoodole USA',5
0,0,1348704000,'Better than anything in the supermarket','I recently acquired a bottle of this and was immediately impressed  It hasgoodflavor without all the excessive saltiness of supermarket brands  Ive used it for marinades and dipping sauces in addition to straight use and in all cases it has added a little something extra  Quite a surprise to find an American made soy sauce that tastes this good',5
0,0,1346371200,'Best Soy Sauce Ever','This soy sauce is the best we have ever had  Thanks to Amazon we were able to find it again  It makes a big difference when using this product  Thanks again',5
0,0,1305072000,'Great sauce','This is the most delicious soy sauce I have ever tasted  I will surely order it again  Such deep flavor',5
0,1,1321228800,'Outstanding Product','Saw this on How it is made which was a very interesting process<br Decided to give it a try I really enjoy the flavor it adds<br Looking forward to trying it on several more dishes<br Thanks to those who brewed it',5
0,2,1343779200,'non GMO','most soy sauce is from Japan but they are having problems with radiation in their soy bean fields I am not sure how long the contamination will last I like the idea this product claims no GMO seeds yea  You pay more but decided not to take a chance on Japan',4
0,0,1351036800,'Amazingly true to flavors','Im pleased with these wasnt sure how theyd be able to replicate the autumn classic flavors of caramel apples but figured Werthers was agoodbet  Im diabetic so wolfing down a real caramel apple when the mood strikes just cant happen as often as Id like to do so  But these are tasty enough to get me through until I can carb budget  the real thing These are made with sugar alcohols so its wise to limit how many are eaten in a day unless youre going to be near home and have turboflush on your toilet  TMI???  This pack of 6 will last a while but theyre definitely a will reorder  ',5
0,0,1350259200,'ITS A LAXATIVE','This item WERTHERS SUGAR FREE HARD CANDY if consumed will give you  or your friends loose bowels I purchased 12 bags and discovered more than a bowel problem  You cant return them Need a laxative? I have ten unopened bags you can have  for free',1
4,4,1323302400,'Good Tasting cup o joe','This is a bold blend that has a great taste The flavor comes bursting through I usually brewand drink Organic Sumatra Mandeling from BJs I use this blend exclusively so to get a cup that rivals the complex flavor from my Tassimo brewer is fantastic Come on Amazon add it to the subscription service',5
1,1,1326758400,'Best of the Tassimos','Weve tried many Tassimo flavors  This is by far our favorite  Our normal cup of coffee is Starbucks house blend out of a Cuisinart pot but one or two days a week we use our Tassimo  This coffee is rich but not too stong  I dont understand the current price over 20 for 14 disks and hope that it will be lowered on Amazon  For now well buy elsewhere',5
0,0,1344988800,'great coffee  terrible price','This is one of the best choices in my opinion  I also adore Amazon but they need to negotiate a better price for their Tassimo Disks  These are available at BedBathand Beyond for 10 and I always get 20  off which brings it down to 800  they were 750 before the 20  off readily available coupons until about 3 months ago  Again this is an excellent blend with full flavor  not bitter  I think its my favorite',5
0,0,1344643200,'One of the better TDiscs','I have tried about 75  of the available TDiscs and the Kona Blend is one of the best regular/unflavored coffees for Tassimo It has a nice smooth flavor that is not overpowering and has a pleasant aroma Personally I would enjoy it more if it were stronger/bolder However being a bit mild it goes well with breakfast and/or glutenfree bakedgoodes I find it mildly perplexing that this product is not available from tassimodirect nor is a subscription service available Originally found this at Dead Bats from Beyond used a 20  coupon and was happy with the final price',4
0,0,1337385600,'Note  Rating both coffee and seller','This coffee isgoodbut for me its nothing special I will buy it again because its a nice mellow blend and my favorite daily coffee Nabob must now be shipped from Canada However on my first order to the Canadian company its taking a long time to be delivered still havent gotten it  The reason for only three stars is not about the quality of the coffee but the fact that the description of the product does not mention the fact that this Kona coffee is actually only 15  Kona If you look very carefully at the photo of the disc you can see that information and theres a legal disclaimer saying that the product may not match exactly with the description So its my fault for not reading more carefully but I was happy to see what I thought was 100  Kona and wasnt careful Ive bought the 15  Kona before in a local store and did know that there was such a product in the Tassimo discs but I just read the product title and ordered  As I said the coffee tastesgoodthe amount of coffee is the usual amount neither the small cups of some European coffees or the extra large size and I would recommend the coffee Just be aware that this is blended coffee with only 15  Kona And dont expect it to come in a flash as it did when Amazon Prime delivered it',3
0,0,1337212800,'Kona for Tassimo','Of all the coffees available for Tassimo this Kona has the richest flavor and fantastic aroma by<br far my favorite',5
0,0,1348963200,'Best wafers','I think these are my favorite cookies ever Really light and creamy Too bad you can no longer find them anywhere for less than twohundred count I dont think I need THAT many',5
1,3,1330646400,'Tao of Tea Dont get it','This kind of tea notgoodTaste and smell so wear its not like tea and feel like some thing chemical',1
3,3,1243123200,'Perfect Sampler of Milka Chocolate','The Milka Naps Mix Gift Box is a fun unique gift for those tired of Whitmans and the usual American brands Nothing wrong with Whitmans but sometimes a change of look and flavor is nice  As a sampler it provides only a few of the Milka options Four flavors are here  noisette hazelnuts alpine milk and strawberry All are delicious though I dont like strawberry/chocolate in any candy personally and give those away to eager friends The Naps box are perfect for coffee tables and as a standalone dish at work  Milka and its famous purple cow is owned by Kraft is an eastern European chocolate originally produced in Switzerland and is available in Germany Austria Hungary and other nearby countries  Distribution is still weak in the United States but can be found increasingly in larger cities Usually then it is found only in international grocery stores though it pops up in eclectic grocers from time to time It has been around 100 years Whether or not Kraft will change the recipe has yet to be seen For now the texture and taste are better than Hersheys and Nestle It is a smoother creamier basic chocolate  I fully recommend the Milka Naps Mix Gift Box  Anthony Trendl<br editor HungarianBookstorecom',4
0,0,1340323200,'Dad really liked these','I ordered for my dad for fathers day and he ate the whole box within two days<br He said it tasted reallygoodnow I want to order some for myself haha',5
0,0,1337817600,'Great candy my family loved it','Great candy and our family loved it  It was smaller than I imagined it and I thought it was expensive for how small it was  However I am in Germany and can get it easier here  The shipping to the USA makes it expenive  Great product and fun for our USA family to receive',4
0,0,1340582400,Yummy,'I eat mustard with everything this is hands down THE BESt mustard I have ever tried in fact everyone I tell to try some falls in love with it as well Spicy tasty real quality<br If you like spicy mustard you will love this',5
0,0,1348790400,'Horrible  dont buy it','The laddoos turned bad in a few days after we received it No other item inside our fridge turned bad',1
1,1,1266278400,'Kleri Tea works great','This product works wonders if you have stomach issues  I would buy again once I need more 0',5
0,0,1345161600,'Where are the cranberries?','Bought this at a local specialtyitem store because I adore chutney  Because of the higher price and being sold like a gourmet item I wrongly thought it would be better than the affordable brands sold at the supermarket  Wrong  It is mostly gel jelly with a few fruits sprinkled throughout and tastes like cheap thickened jelly you put on sandwichesIve had much better and thats just talking about the supermarket brands  Very disappointed  Money does not buy quality',3
0,0,1329955200,'Our ferret loves this','Our ferret loves this rabbit  its a nice high protein treat in addition to his regular Evo ferret diet The price was reasonable compared to our local pet store which doesnt often have this item in stock',5
1,1,1339718400,Fantastic,'My son made this  He didnt have the patience to be precise about the water temperature and when half an hour before it was done it appeared not to have risen at allI feared for the worse  Determined to be polite I agreed to have a sandwich using the bread  It was amazing  Apparently it rises during the baking or something  Great tangy flavor perfect for a meat sandwich imho and not heavy at all  Fortunately we had lots of deli meats since the whole loaf disappeared within the hour  Weve had all but the sourdough peasant bread so far  Im sure that will be delicious as well',5
0,0,1283212800,'Great little treats','These were great  just as described Used them for a beethemed party and now we use them as to go packs of honey for our coffee and tea',5
0,1,1328400000,'NOT edible','This is NOT Disco Dust which is edible and made for baking DO NOT purchase this product for such purposes',1
3,3,1262995200,'speedy shipping','I was very happy with the quick shipping as i needed it for a school product for my daughter but when it came in the roof was broken and the corner of the house was broken I couldnt send it back as i needed for a project',3
3,3,1247875200,'My sons 9and 11 loved making this as easy enough to do by themselves With adult supervision any age can do this neat project','Really easy project for family fun anytime not just for Christmas Just put icing between cookies and stack Then ice outside and decorate Great for all ages Strawberry licorice rope looks like stuck together but just find end and unwind  * CAUTION UNDER 3** Small hard candy decorations swallowing hazard  Comes with everything you need except bowls an spoons<br contains <br cookie pieces<br Large bag yellow colored icing  East to mix with just fork you add water slowly as to not get to thin<br small white icing bag you add water slowly<br green color to add to small amount of white<br 3 clear decorator<br 4 plastic decorator tips  can save to reuse<br small bead candy for decoration 9chokign hazard<br strawberry licorice rope<br 1 small tube of orange writing icing<br Hard candy wreath decoration about 2 diameter<br Gummy Spongebob about 4 tall<br Gummy Patrick about 4 tall  Icing set up hard so when you go to eat  it has to be pried apart in pieces Cookies do get a little softer in the middle  Make anytime of year Leave off wreat and Patrick and cut out Spongebobs head so does not look like chirstmas',4
1,1,1293408000,Spongetastic,'My son is a SB fanatic so I was so excited to find this for the 2010 holiday season as every year we do some version of gingerbread I knew by reading reviews that there wouldnt be enough yellow frosting so I whipped up so edible glue water and confectionery sugar to hold the levels of gingerbread that make the pineapple and save the yellow frosting for the outside  this worked great It was a really fun idea that we enjoyed creating The licorice was worthless though',4
1,1,1291852800,'not as easy as it looks','this isnt as easy as it looks doesnt came with enough yellow frosting and the frosting doesnt stick very well My 5 year old did like making it though',2
2,3,1262649600,'Not one but twice came broken','I am a preschool teacher and do a G is for Gingerbread unit every January I was on vacation during Christmas and when I got back not a gingerbread kit was to be found Which is odd I needed one for my preschool class and needed it in less then a week I looked everywhere and could not find ont So I had one overnighted from Amazon on NYE and it came yesterday I pick this one because of the Rudolph theme The gingerbread itself came broken Like unable to use would need a glue gun to get it to work broken Its non returnable I called Amazon they were nice enough to order me a second one since I spend a ton of money each year with them This one also came broken I order A LOT from Amazon and things do not come broken I think only one time have I had returned something because it was broken in 100s of orders But two of the same thing in a row? I think its the kit itself and nothing to do with how it was shipped I will say most come UPS and overnight comes Fed Ed But its bubble wrapped very well I think the gingerbread isntgoodand cracks in shipping and breaks off The rest of the kit is very cute The first kit the candies had spilled out and where a mess in the box But the second kit while the gingerbread was all broken up again the candies were all in their bags Too bad But I would try something else stay away from this one',1
0,0,1291161600,'Rudolph Gingerbread House','I was pleasantly surprised to find this item had been delivered the day after my order my speediest delivery to date It probably helps my location is near Everything looks just as described and pictured and Im very happy to have done business with this seller The Gingerbread house was carefully packaged as not to harm the fragile pieces inside Im excited to give this item as a gift',5
